"Notes"	"County"	"County Code"	"Year of Death"	"Year of Death Code"	Deaths	Births	Death Rate
	"Bucks County, PA"	"42017"	"2017"	"2017"	21	5775	3.64
	"Chester County, PA"	"42029"	"2007"	"2007"	42	6093	6.89
	"Chester County, PA"	"42029"	"2008"	"2008"	26	6106	4.26
	"Chester County, PA"	"42029"	"2009"	"2009"	29	5926	4.89
	"Chester County, PA"	"42029"	"2010"	"2010"	26	5536	4.70
	"Chester County, PA"	"42029"	"2011"	"2011"	32	5594	5.72
	"Chester County, PA"	"42029"	"2012"	"2012"	32	5471	5.85
	"Chester County, PA"	"42029"	"2013"	"2013"	22	5441	4.04
	"Chester County, PA"	"42029"	"2014"	"2014"	22	5554	3.96
	"Chester County, PA"	"42029"	"2015"	"2015"	25	5503	4.54
	"Chester County, PA"	"42029"	"2016"	"2016"	27	5325	5.07
	"Chester County, PA"	"42029"	"2017"	"2017"	18	5323	3.38 (Unreliable)
	"Dauphin County, PA"	"42043"	"2007"	"2007"	24	3580	6.70
	"Dauphin County, PA"	"42043"	"2008"	"2008"	31	3565	8.70
	"Dauphin County, PA"	"42043"	"2009"	"2009"	33	3479	9.49
	"Dauphin County, PA"	"42043"	"2010"	"2010"	18	3408	5.28 (Unreliable)
	"Dauphin County, PA"	"42043"	"2011"	"2011"	23	3447	6.67
	"Dauphin County, PA"	"42043"	"2012"	"2012"	34	3405	9.99
	"Dauphin County, PA"	"42043"	"2013"	"2013"	21	3461	6.07
	"Dauphin County, PA"	"42043"	"2014"	"2014"	21	3540	5.93
	"Dauphin County, PA"	"42043"	"2015"	"2015"	23	3371	6.82
	"Dauphin County, PA"	"42043"	"2016"	"2016"	26	3437	7.56
	"Dauphin County, PA"	"42043"	"2017"	"2017"	29	3404	8.52
	"Delaware County, PA"	"42045"	"2007"	"2007"	51	6876	7.42
	"Delaware County, PA"	"42045"	"2008"	"2008"	59	7027	8.40
	"Delaware County, PA"	"42045"	"2009"	"2009"	46	6983	6.59
	"Delaware County, PA"	"42045"	"2010"	"2010"	58	6838	8.48
	"Delaware County, PA"	"42045"	"2011"	"2011"	52	6793	7.65
	"Delaware County, PA"	"42045"	"2012"	"2012"	52	6632	7.84
	"Delaware County, PA"	"42045"	"2013"	"2013"	67	6579	10.18
	"Delaware County, PA"	"42045"	"2014"	"2014"	65	6801	9.56
	"Delaware County, PA"	"42045"	"2015"	"2015"	49	6554	7.48
	"Delaware County, PA"	"42045"	"2016"	"2016"	45	6575	6.84
	"Delaware County, PA"	"42045"	"2017"	"2017"	41	6576	6.23
	"Erie County, PA"	"42049"	"2007"	"2007"	29	3543	8.19
	"Erie County, PA"	"42049"	"2008"	"2008"	35	3401	10.29
	"Erie County, PA"	"42049"	"2009"	"2009"	37	3241	11.42
	"Erie County, PA"	"42049"	"2010"	"2010"	21	3276	6.41
	"Erie County, PA"	"42049"	"2011"	"2011"	19	3222	5.90 (Unreliable)
	"Erie County, PA"	"42049"	"2012"	"2012"	24	3129	7.67
	"Erie County, PA"	"42049"	"2013"	"2013"	23	3176	7.24
	"Erie County, PA"	"42049"	"2014"	"2014"	16	3168	5.05 (Unreliable)
	"Erie County, PA"	"42049"	"2015"	"2015"	20	3132	6.39
	"Erie County, PA"	"42049"	"2016"	"2016"	21	3064	6.85
	"Erie County, PA"	"42049"	"2017"	"2017"	23	2994	7.68
	"Lancaster County, PA"	"42071"	"2007"	"2007"	65	7359	8.83
	"Lancaster County, PA"	"42071"	"2008"	"2008"	44	7229	6.09
	"Lancaster County, PA"	"42071"	"2009"	"2009"	52	7268	7.15
	"Lancaster County, PA"	"42071"	"2010"	"2010"	54	6945	7.78
	"Lancaster County, PA"	"42071"	"2011"	"2011"	47	6988	6.73
	"Lancaster County, PA"	"42071"	"2012"	"2012"	41	7009	5.85
	"Lancaster County, PA"	"42071"	"2013"	"2013"	47	7090	6.63
	"Lancaster County, PA"	"42071"	"2014"	"2014"	52	7190	7.23
	"Lancaster County, PA"	"42071"	"2015"	"2015"	42	7263	5.78
	"Lancaster County, PA"	"42071"	"2016"	"2016"	41	7000	5.86
	"Lancaster County, PA"	"42071"	"2017"	"2017"	36	7258	4.96
	"Lehigh County, PA"	"42077"	"2007"	"2007"	45	4478	10.05
	"Lehigh County, PA"	"42077"	"2008"	"2008"	35	4319	8.10
	"Lehigh County, PA"	"42077"	"2009"	"2009"	38	4261	8.92
	"Lehigh County, PA"	"42077"	"2010"	"2010"	22	4162	5.29
	"Lehigh County, PA"	"42077"	"2011"	"2011"	26	4095	6.35
	"Lehigh County, PA"	"42077"	"2012"	"2012"	29	4112	7.05
	"Lehigh County, PA"	"42077"	"2013"	"2013"	21	4155	5.05
	"Lehigh County, PA"	"42077"	"2014"	"2014"	30	4179	7.18
	"Lehigh County, PA"	"42077"	"2015"	"2015"	23	4193	5.49
	"Lehigh County, PA"	"42077"	"2016"	"2016"	28	4253	6.58
	"Lehigh County, PA"	"42077"	"2017"	"2017"	32	4291	7.46
	"Luzerne County, PA"	"42079"	"2007"	"2007"	19	3308	5.74 (Unreliable)
	"Luzerne County, PA"	"42079"	"2008"	"2008"	24	3198	7.50
	"Luzerne County, PA"	"42079"	"2009"	"2009"	18	3156	5.70 (Unreliable)
	"Luzerne County, PA"	"42079"	"2010"	"2010"	23	3184	7.22
	"Luzerne County, PA"	"42079"	"2011"	"2011"	18	3154	5.71 (Unreliable)
	"Luzerne County, PA"	"42079"	"2012"	"2012"	34	3121	10.89
	"Luzerne County, PA"	"42079"	"2013"	"2013"	19	3158	6.02 (Unreliable)
	"Luzerne County, PA"	"42079"	"2014"	"2014"	13	3167	4.10 (Unreliable)
	"Luzerne County, PA"	"42079"	"2015"	"2015"	21	3168	6.63
	"Luzerne County, PA"	"42079"	"2016"	"2016"	21	3193	6.58
	"Luzerne County, PA"	"42079"	"2017"	"2017"	20	3284	6.09
	"Montgomery County, PA"	"42091"	"2007"	"2007"	41	9329	4.39
	"Montgomery County, PA"	"42091"	"2008"	"2008"	46	9530	4.83
	"Montgomery County, PA"	"42091"	"2009"	"2009"	49	9307	5.26
	"Montgomery County, PA"	"42091"	"2010"	"2010"	38	9129	4.16
	"Montgomery County, PA"	"42091"	"2011"	"2011"	41	9065	4.52
	"Montgomery County, PA"	"42091"	"2012"	"2012"	44	8930	4.93
	"Montgomery County, PA"	"42091"	"2013"	"2013"	45	8753	5.14
	"Montgomery County, PA"	"42091"	"2014"	"2014"	33	8849	3.73
	"Montgomery County, PA"	"42091"	"2015"	"2015"	41	8905	4.60
	"Montgomery County, PA"	"42091"	"2016"	"2016"	42	8695	4.83
	"Montgomery County, PA"	"42091"	"2017"	"2017"	30	8702	3.45
	"Northampton County, PA"	"42095"	"2007"	"2007"	22	3338	6.59
	"Northampton County, PA"	"42095"	"2008"	"2008"	16	3195	5.01 (Unreliable)
	"Northampton County, PA"	"42095"	"2009"	"2009"	21	3051	6.88
	"Northampton County, PA"	"42095"	"2010"	"2010"	20	3027	6.61
	"Northampton County, PA"	"42095"	"2011"	"2011"	21	2957	7.10
	"Northampton County, PA"	"42095"	"2012"	"2012"	20	3062	6.53
	"Northampton County, PA"	"42095"	"2013"	"2013"	20	2820	7.09
	"Northampton County, PA"	"42095"	"2014"	"2014"	15	2855	5.25 (Unreliable)
	"Northampton County, PA"	"42095"	"2015"	"2015"	11	2791	3.94 (Unreliable)
	"Northampton County, PA"	"42095"	"2016"	"2016"	11	2831	3.89 (Unreliable)
	"Northampton County, PA"	"42095"	"2017"	"2017"	11	2789	3.94 (Unreliable)
	"Philadelphia County, PA"	"42101"	"2007"	"2007"	281	23615	11.90
	"Philadelphia County, PA"	"42101"	"2008"	"2008"	246	23797	10.34
	"Philadelphia County, PA"	"42101"	"2009"	"2009"	251	23621	10.63
	"Philadelphia County, PA"	"42101"	"2010"	"2010"	239	23203	10.30
	"Philadelphia County, PA"	"42101"	"2011"	"2011"	208	23256	8.94
	"Philadelphia County, PA"	"42101"	"2012"	"2012"	238	23335	10.20
	"Philadelphia County, PA"	"42101"	"2013"	"2013"	198	22290	8.88
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	164	22389	7.33
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	180	22106	8.14
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	179	21506	8.32
	"Philadelphia County, PA"	"42101"	"2017"	"2017"	179	21288	8.41
	"Westmoreland County, PA"	"42129"	"2007"	"2007"	22	3402	6.47
	"Westmoreland County, PA"	"42129"	"2008"	"2008"	23	3370	6.82
	"Westmoreland County, PA"	"42129"	"2009"	"2009"	25	3317	7.54
	"Westmoreland County, PA"	"42129"	"2010"	"2010"	22	3196	6.88
	"Westmoreland County, PA"	"42129"	"2011"	"2011"	18	3192	5.64 (Unreliable)
	"Westmoreland County, PA"	"42129"	"2012"	"2012"	14	3138	4.46 (Unreliable)
	"Westmoreland County, PA"	"42129"	"2013"	"2013"	11	3151	3.49 (Unreliable)
	"Westmoreland County, PA"	"42129"	"2014"	"2014"	20	3083	6.49
	"Westmoreland County, PA"	"42129"	"2015"	"2015"	11	3167	3.47 (Unreliable)
	"Westmoreland County, PA"	"42129"	"2016"	"2016"	20	2939	6.81
	"Westmoreland County, PA"	"42129"	"2017"	"2017"	Suppressed	2953	Suppressed
	"York County, PA"	"42133"	"2007"	"2007"	35	5296	6.61
	"York County, PA"	"42133"	"2008"	"2008"	36	5253	6.85
	"York County, PA"	"42133"	"2009"	"2009"	23	5140	4.47
	"York County, PA"	"42133"	"2010"	"2010"	31	5064	6.12
	"York County, PA"	"42133"	"2011"	"2011"	28	4899	5.72
	"York County, PA"	"42133"	"2012"	"2012"	20	4917	4.07
	"York County, PA"	"42133"	"2013"	"2013"	26	4928	5.28
	"York County, PA"	"42133"	"2014"	"2014"	28	4877	5.74
	"York County, PA"	"42133"	"2015"	"2015"	23	4932	4.66
	"York County, PA"	"42133"	"2016"	"2016"	33	4974	6.63
	"York County, PA"	"42133"	"2017"	"2017"	23	4933	4.66
	"Unidentified Counties, PA"	"42999"	"2007"	"2007"	300	45061	6.66
	"Unidentified Counties, PA"	"42999"	"2008"	"2008"	301	44245	6.80
	"Unidentified Counties, PA"	"42999"	"2009"	"2009"	250	43116	5.80
	"Unidentified Counties, PA"	"42999"	"2010"	"2010"	272	42530	6.40
	"Unidentified Counties, PA"	"42999"	"2011"	"2011"	250	42352	5.90
	"Unidentified Counties, PA"	"42999"	"2012"	"2012"	269	42439	6.34
	"Unidentified Counties, PA"	"42999"	"2013"	"2013"	268	41928	6.39
	"Unidentified Counties, PA"	"42999"	"2014"	"2014"	231	42393	5.45
	"Unidentified Counties, PA"	"42999"	"2015"	"2015"	264	41883	6.30
	"Unidentified Counties, PA"	"42999"	"2016"	"2016"	238	41709	5.71
	"Unidentified Counties, PA"	"42999"	"2017"	"2017"	256	40574	6.31
	"Providence County, RI"	"44007"	"2007"	"2007"	64	8328	7.68
	"Providence County, RI"	"44007"	"2008"	"2008"	51	8091	6.30
	"Providence County, RI"	"44007"	"2009"	"2009"	51	7750	6.58
	"Providence County, RI"	"44007"	"2010"	"2010"	57	7460	7.64
	"Providence County, RI"	"44007"	"2011"	"2011"	51	7435	6.86
	"Providence County, RI"	"44007"	"2012"	"2012"	50	7351	6.80
	"Providence County, RI"	"44007"	"2013"	"2013"	59	7282	8.10
	"Providence County, RI"	"44007"	"2014"	"2014"	39	7339	5.31
	"Providence County, RI"	"44007"	"2015"	"2015"	49	7391	6.63
	"Providence County, RI"	"44007"	"2016"	"2016"	48	7275	6.60
	"Providence County, RI"	"44007"	"2017"	"2017"	49	7173	6.83
	"Unidentified Counties, RI"	"44999"	"2007"	"2007"	26	4048	6.42
	"Unidentified Counties, RI"	"44999"	"2008"	"2008"	20	3957	5.05
	"Unidentified Counties, RI"	"44999"	"2009"	"2009"	16	3692	4.33 (Unreliable)
	"Unidentified Counties, RI"	"44999"	"2010"	"2010"	23	3717	6.19
	"Unidentified Counties, RI"	"44999"	"2011"	"2011"	19	3525	5.39 (Unreliable)
	"Unidentified Counties, RI"	"44999"	"2012"	"2012"	21	3575	5.87
	"Unidentified Counties, RI"	"44999"	"2013"	"2013"	11	3527	3.12 (Unreliable)
	"Unidentified Counties, RI"	"44999"	"2014"	"2014"	Suppressed	3484	Suppressed
	"Unidentified Counties, RI"	"44999"	"2015"	"2015"	16	3602	4.44 (Unreliable)
	"Unidentified Counties, RI"	"44999"	"2016"	"2016"	12	3523	3.41 (Unreliable)
	"Unidentified Counties, RI"	"44999"	"2017"	"2017"	17	3465	4.91 (Unreliable)
	"Charleston County, SC"	"45019"	"2007"	"2007"	55	5177	10.62
	"Charleston County, SC"	"45019"	"2008"	"2008"	46	5180	8.88
	"Charleston County, SC"	"45019"	"2009"	"2009"	23	5006	4.59
	"Charleston County, SC"	"45019"	"2010"	"2010"	30	4847	6.19
	"Charleston County, SC"	"45019"	"2011"	"2011"	26	4756	5.47
	"Charleston County, SC"	"45019"	"2012"	"2012"	26	4689	5.54
	"Charleston County, SC"	"45019"	"2013"	"2013"	20	4768	4.19
	"Charleston County, SC"	"45019"	"2014"	"2014"	22	4956	4.44
	"Charleston County, SC"	"45019"	"2015"	"2015"	25	4994	5.01
	"Charleston County, SC"	"45019"	"2016"	"2016"	26	5015	5.18
	"Charleston County, SC"	"45019"	"2017"	"2017"	19	4803	3.96 (Unreliable)
	"Greenville County, SC"	"45045"	"2007"	"2007"	44	6601	6.67
	"Greenville County, SC"	"45045"	"2008"	"2008"	51	6719	7.59
	"Greenville County, SC"	"45045"	"2009"	"2009"	50	7766	6.44
	"Greenville County, SC"	"45045"	"2010"	"2010"	36	6109	5.89
	"Greenville County, SC"	"45045"	"2011"	"2011"	39	6087	6.41
	"Greenville County, SC"	"45045"	"2012"	"2012"	27	6166	4.38
	"Greenville County, SC"	"45045"	"2013"	"2013"	38	6065	6.27
	"Greenville County, SC"	"45045"	"2014"	"2014"	36	6348	5.67
	"Greenville County, SC"	"45045"	"2015"	"2015"	32	6429	4.98
	"Greenville County, SC"	"45045"	"2016"	"2016"	33	6298	5.24
	"Greenville County, SC"	"45045"	"2017"	"2017"	42	6409	6.55
	"Horry County, SC"	"45051"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Horry County, SC"	"45051"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Horry County, SC"	"45051"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Horry County, SC"	"45051"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Horry County, SC"	"45051"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Horry County, SC"	"45051"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Horry County, SC"	"45051"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Horry County, SC"	"45051"	"2014"	"2014"	22	3048	7.22
	"Horry County, SC"	"45051"	"2015"	"2015"	19	3176	5.98 (Unreliable)
	"Horry County, SC"	"45051"	"2016"	"2016"	28	3118	8.98
	"Horry County, SC"	"45051"	"2017"	"2017"	16	3167	5.05 (Unreliable)
	"Lexington County, SC"	"45063"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Lexington County, SC"	"45063"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Lexington County, SC"	"45063"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Lexington County, SC"	"45063"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Lexington County, SC"	"45063"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Lexington County, SC"	"45063"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Lexington County, SC"	"45063"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Lexington County, SC"	"45063"	"2014"	"2014"	14	3206	4.37 (Unreliable)
	"Lexington County, SC"	"45063"	"2015"	"2015"	27	3201	8.43
	"Lexington County, SC"	"45063"	"2016"	"2016"	23	3264	7.05
	"Lexington County, SC"	"45063"	"2017"	"2017"	23	3210	7.17
	"Richland County, SC"	"45079"	"2007"	"2007"	29	5085	5.70
	"Richland County, SC"	"45079"	"2008"	"2008"	28	5198	5.39
	"Richland County, SC"	"45079"	"2009"	"2009"	25	4976	5.02
	"Richland County, SC"	"45079"	"2010"	"2010"	29	4870	5.95
	"Richland County, SC"	"45079"	"2011"	"2011"	39	4920	7.93
	"Richland County, SC"	"45079"	"2012"	"2012"	42	4781	8.78
	"Richland County, SC"	"45079"	"2013"	"2013"	47	4799	9.79
	"Richland County, SC"	"45079"	"2014"	"2014"	37	4767	7.76
	"Richland County, SC"	"45079"	"2015"	"2015"	50	5014	9.97
	"Richland County, SC"	"45079"	"2016"	"2016"	38	4810	7.90
	"Richland County, SC"	"45079"	"2017"	"2017"	29	4646	6.24
	"Spartanburg County, SC"	"45083"	"2007"	"2007"	28	3782	7.40
	"Spartanburg County, SC"	"45083"	"2008"	"2008"	24	3997	6.00
	"Spartanburg County, SC"	"45083"	"2009"	"2009"	31	3938	7.87
	"Spartanburg County, SC"	"45083"	"2010"	"2010"	23	3682	6.25
	"Spartanburg County, SC"	"45083"	"2011"	"2011"	19	3545	5.36 (Unreliable)
	"Spartanburg County, SC"	"45083"	"2012"	"2012"	Suppressed	3580	Suppressed
	"Spartanburg County, SC"	"45083"	"2013"	"2013"	17	3496	4.86 (Unreliable)
	"Spartanburg County, SC"	"45083"	"2014"	"2014"	21	3576	5.87
	"Spartanburg County, SC"	"45083"	"2015"	"2015"	24	3560	6.74
	"Spartanburg County, SC"	"45083"	"2016"	"2016"	18	3690	4.88 (Unreliable)
	"Spartanburg County, SC"	"45083"	"2017"	"2017"	20	3820	5.24
	"Unidentified Counties, SC"	"45999"	"2007"	"2007"	379	42230	8.97
	"Unidentified Counties, SC"	"45999"	"2008"	"2008"	359	41977	8.55
	"Unidentified Counties, SC"	"45999"	"2009"	"2009"	294	38934	7.55
	"Unidentified Counties, SC"	"45999"	"2010"	"2010"	310	38834	7.98
	"Unidentified Counties, SC"	"45999"	"2011"	"2011"	296	38085	7.77
	"Unidentified Counties, SC"	"45999"	"2012"	"2012"	324	37939	8.54
	"Unidentified Counties, SC"	"45999"	"2013"	"2013"	268	37667	7.11
	"Unidentified Counties, SC"	"45999"	"2014"	"2014"	219	31726	6.90
	"Unidentified Counties, SC"	"45999"	"2015"	"2015"	225	31765	7.08
	"Unidentified Counties, SC"	"45999"	"2016"	"2016"	236	31147	7.58
	"Unidentified Counties, SC"	"45999"	"2017"	"2017"	223	30974	7.20
	"Unidentified Counties, SD"	"46999"	"2007"	"2007"	77	12261	6.28
	"Unidentified Counties, SD"	"46999"	"2008"	"2008"	100	12072	8.28
	"Unidentified Counties, SD"	"46999"	"2009"	"2009"	80	11934	6.70
	"Unidentified Counties, SD"	"46999"	"2010"	"2010"	84	11811	7.11
	"Unidentified Counties, SD"	"46999"	"2011"	"2011"	72	11846	6.08
	"Unidentified Counties, SD"	"46999"	"2012"	"2012"	101	12104	8.34
	"Unidentified Counties, SD"	"46999"	"2013"	"2013"	79	12248	6.45
	"Unidentified Counties, SD"	"46999"	"2014"	"2014"	70	12283	5.70
	"Unidentified Counties, SD"	"46999"	"2015"	"2015"	90	12336	7.30
	"Unidentified Counties, SD"	"46999"	"2016"	"2016"	60	12275	4.89
	"Unidentified Counties, SD"	"46999"	"2017"	"2017"	94	12134	7.75
	"Davidson County, TN"	"47037"	"2007"	"2007"	74	9992	7.41
	"Davidson County, TN"	"47037"	"2008"	"2008"	68	10104	6.73
	"Davidson County, TN"	"47037"	"2009"	"2009"	77	9782	7.87
	"Davidson County, TN"	"47037"	"2010"	"2010"	72	9564	7.53
	"Davidson County, TN"	"47037"	"2011"	"2011"	71	9602	7.39
	"Davidson County, TN"	"47037"	"2012"	"2012"	68	9736	6.98
	"Davidson County, TN"	"47037"	"2013"	"2013"	74	9914	7.46
	"Davidson County, TN"	"47037"	"2014"	"2014"	65	10272	6.33
	"Davidson County, TN"	"47037"	"2015"	"2015"	72	10325	6.97
	"Davidson County, TN"	"47037"	"2016"	"2016"	73	10023	7.28
	"Davidson County, TN"	"47037"	"2017"	"2017"	69	10063	6.86
	"Hamilton County, TN"	"47065"	"2007"	"2007"	42	4347	9.66
	"Hamilton County, TN"	"47065"	"2008"	"2008"	43	4331	9.93
	"Hamilton County, TN"	"47065"	"2009"	"2009"	33	4213	7.83
	"Hamilton County, TN"	"47065"	"2010"	"2010"	42	4121	10.19
	"Hamilton County, TN"	"47065"	"2011"	"2011"	30	4059	7.39
	"Hamilton County, TN"	"47065"	"2012"	"2012"	33	4197	7.86
	"Hamilton County, TN"	"47065"	"2013"	"2013"	30	4171	7.19
	"Hamilton County, TN"	"47065"	"2014"	"2014"	22	4144	5.31
	"Hamilton County, TN"	"47065"	"2015"	"2015"	31	4287	7.23
	"Hamilton County, TN"	"47065"	"2016"	"2016"	34	4293	7.92
	"Hamilton County, TN"	"47065"	"2017"	"2017"	34	4235	8.03
	"Knox County, TN"	"47093"	"2007"	"2007"	28	5338	5.25
	"Knox County, TN"	"47093"	"2008"	"2008"	36	5495	6.55
	"Knox County, TN"	"47093"	"2009"	"2009"	24	5323	4.51
	"Knox County, TN"	"47093"	"2010"	"2010"	39	5098	7.65
	"Knox County, TN"	"47093"	"2011"	"2011"	27	5147	5.25
	"Knox County, TN"	"47093"	"2012"	"2012"	27	5288	5.11
	"Knox County, TN"	"47093"	"2013"	"2013"	21	5115	4.11
	"Knox County, TN"	"47093"	"2014"	"2014"	33	5253	6.28
	"Knox County, TN"	"47093"	"2015"	"2015"	39	5359	7.28
	"Knox County, TN"	"47093"	"2016"	"2016"	30	5272	5.69
	"Knox County, TN"	"47093"	"2017"	"2017"	31	5211	5.95
	"Rutherford County, TN"	"47149"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Rutherford County, TN"	"47149"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Rutherford County, TN"	"47149"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Rutherford County, TN"	"47149"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Rutherford County, TN"	"47149"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Rutherford County, TN"	"47149"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Rutherford County, TN"	"47149"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Rutherford County, TN"	"47149"	"2014"	"2014"	23	4001	5.75
	"Rutherford County, TN"	"47149"	"2015"	"2015"	26	3958	6.57
	"Rutherford County, TN"	"47149"	"2016"	"2016"	29	4130	7.02
	"Rutherford County, TN"	"47149"	"2017"	"2017"	22	4030	5.46
	"Shelby County, TN"	"47157"	"2007"	"2007"	196	15247	12.85
	"Shelby County, TN"	"47157"	"2008"	"2008"	186	15062	12.35
	"Shelby County, TN"	"47157"	"2009"	"2009"	182	14475	12.57
	"Shelby County, TN"	"47157"	"2010"	"2010"	141	13813	10.21
	"Shelby County, TN"	"47157"	"2011"	"2011"	139	14019	9.92
	"Shelby County, TN"	"47157"	"2012"	"2012"	147	13926	10.56
	"Shelby County, TN"	"47157"	"2013"	"2013"	125	13770	9.08
	"Shelby County, TN"	"47157"	"2014"	"2014"	135	13843	9.75
	"Shelby County, TN"	"47157"	"2015"	"2015"	108	13478	8.01
	"Shelby County, TN"	"47157"	"2016"	"2016"	122	13234	9.22
	"Shelby County, TN"	"47157"	"2017"	"2017"	125	13163	9.50
	"Unidentified Counties, TN"	"47999"	"2007"	"2007"	379	51787	7.32
	"Unidentified Counties, TN"	"47999"	"2008"	"2008"	365	50568	7.22
	"Unidentified Counties, TN"	"47999"	"2009"	"2009"	341	48418	7.04
	"Unidentified Counties, TN"	"47999"	"2010"	"2010"	332	46899	7.08
	"Unidentified Counties, TN"	"47999"	"2011"	"2011"	324	46761	6.93
	"Unidentified Counties, TN"	"47999"	"2012"	"2012"	306	47224	6.48
	"Unidentified Counties, TN"	"47999"	"2013"	"2013"	293	47022	6.23
	"Unidentified Counties, TN"	"47999"	"2014"	"2014"	282	44089	6.40
	"Unidentified Counties, TN"	"47999"	"2015"	"2015"	291	44278	6.57
	"Unidentified Counties, TN"	"47999"	"2016"	"2016"	305	43855	6.95
	"Unidentified Counties, TN"	"47999"	"2017"	"2017"	310	44314	7.00
	"Bell County, TX"	"48027"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Bell County, TX"	"48027"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Bell County, TX"	"48027"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Bell County, TX"	"48027"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Bell County, TX"	"48027"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Bell County, TX"	"48027"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Bell County, TX"	"48027"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Bell County, TX"	"48027"	"2014"	"2014"	46	6228	7.39
	"Bell County, TX"	"48027"	"2015"	"2015"	43	6500	6.62
	"Bell County, TX"	"48027"	"2016"	"2016"	41	6140	6.68
	"Bell County, TX"	"48027"	"2017"	"2017"	42	5976	7.03
	"Bexar County, TX"	"48029"	"2007"	"2007"	161	27565	5.84
	"Bexar County, TX"	"48029"	"2008"	"2008"	179	27338	6.55
	"Bexar County, TX"	"48029"	"2009"	"2009"	157	27071	5.80
	"Bexar County, TX"	"48029"	"2010"	"2010"	171	26078	6.56
	"Bexar County, TX"	"48029"	"2011"	"2011"	121	25823	4.69
	"Bexar County, TX"	"48029"	"2012"	"2012"	176	26283	6.70
	"Bexar County, TX"	"48029"	"2013"	"2013"	169	26820	6.30
	"Bexar County, TX"	"48029"	"2014"	"2014"	145	27792	5.22
	"Bexar County, TX"	"48029"	"2015"	"2015"	187	28182	6.64
	"Bexar County, TX"	"48029"	"2016"	"2016"	178	27968	6.36
	"Bexar County, TX"	"48029"	"2017"	"2017"	181	27014	6.70
	"Brazoria County, TX"	"48039"	"2007"	"2007"	Missing County	Missing County	Missing County
	"Brazoria County, TX"	"48039"	"2008"	"2008"	Missing County	Missing County	Missing County
	"Brazoria County, TX"	"48039"	"2009"	"2009"	Missing County	Missing County	Missing County
	"Brazoria County, TX"	"48039"	"2010"	"2010"	Missing County	Missing County	Missing County
	"Brazoria County, TX"	"48039"	"2011"	"2011"	Missing County	Missing County	Missing County
	"Brazoria County, TX"	"48039"	"2012"	"2012"	Missing County	Missing County	Missing County
	"Brazoria County, TX"	"48039"	"2013"	"2013"	Missing County	Missing County	Missing County
	"Brazoria County, TX"	"48039"	"2014"	"2014"	19	4786	3.97 (Unreliable)
	"Brazoria County, TX"	"48039"	"2015"	"2015"	22	4943	4.45
	"Brazoria County, TX"	"48039"	"2016"	"2016"	22	4800	4.58
	"Brazoria County, TX"	"48039"	"2017"	"2017"	19	4630	4.10 (Unreliable)
	"Cameron County, TX"	"48061"	"2007"	"2007"	54	8481	6.37
	"Cameron County, TX"	"48061"	"2008"	"2008"	38	8155	4.66
	"Cameron County, TX"	"48061"	"2009"	"2009"	44	8024	5.48
	"Cameron County, TX"	"48061"	"2010"	"2010"	53	7853	6.75
	"Cameron County, TX"	"48061"	"2011"	"2011"	38	7564	5.02
	"Cameron County, TX"	"48061"	"2012"	"2012"	47	7359	6.39
	"Cameron County, TX"	"48061"	"2013"	"2013"	47	7383	6.37
	"Cameron County, TX"	"48061"	"2014"	"2014"	30	7256	4.13
	"Cameron County, TX"	"48061"	"2015"	"2015"	39	7242	5.39
	"Cameron County, TX"	"48061"	"2016"	"2016"	37	6893	5.37
	"Cameron County, TX"	"48061"	"2017"	"2017"	34	6276	5.42
	"Collin County, TX"	"48085"	"2007"	"2007"	44	11091	3.97
	"Collin County, TX"	"48085"	"2008"	"2008"	57	11064	5.15
	"Collin County, TX"	"48085"	"2009"	"2009"	50	10624	4.71
	"Collin County, TX"	"48085"	"2010"	"2010"	49	10591	4.63
