"2016-2017 IMMUNIZATION STATUS OF KINDERGARTEN STUDENTS, CALIFORNIA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools with 20 or more students enrolled that reported and schools that did not report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,
SCHOOL CODE,COUNTY,PUB/  PRIV,PUBLIC SCHOOL DISTRICT,CITY,SCHOOL NAME,ENROLLMENT,UP-TO-DATE†,,CONDI- TIONAL^,,PME**,,PBE***,,OTHERS§ ,,OVERDUE ††,,DTP†††,,POLIO¥,,MMR‡,,HEPB‡‡,,VAR¶,,REPORTED¶¶
,,,,,,,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,#,%,
6112650,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,FOSTER CITY,BREWER ISLAND ELEMENTARY,117,115,98,2,2,0,0,0,0,0,0,0,0,115,98,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6044895,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,FOSTER CITY,FOSTER CITY ELEMENTARY,191,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6044838,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,BAYWOOD ELEMENTARY,145,142,98,3,2,0,0,0,0,0,0,0,0,--*,≥99%,142,98,--*,≥99%,142,98,--*,≥99%,Y
6044846,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,BERESFORD ELEMENTARY,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6044952,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,COLLEGE PARK ELEMENTARY,73,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6044887,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,FIESTA GARDENS INTERNATIONAL ELEMENTARY,94,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6044903,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,GEORGE HALL ELEMENTARY,90,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6044911,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,HIGHLANDS ELEMENTARY,122,120,98,2,2,0,0,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,120,98,--*,≥99%,Y
6044945,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,LAUREL ELEMENTARY,110,108,98,2,2,0,0,0,0,0,0,0,0,108,98,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6044804,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,LEAD ELEMENTARY,141,138,98,3,2,0,0,0,0,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6044960,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,MEADOW HEIGHTS ELEMENTARY,68,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6044978,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,NORTH SHOREVIEW MONTESSORI ELEMENTARY,47,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6044994,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,PARKSIDE ELEMENTARY,81,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6044986,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,SAN MATEO PARK ELEMENTARY,90,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045017,SAN MATEO,PUBLIC,SAN MATEO-FOSTER CITY,SAN MATEO,SUNNYBRAE ELEMENTARY,90,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6068282,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,DALY CITY,JUNIPERO SERRA ELEMENTARY,56,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045132,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,DALY CITY,SKYLINE ELEMENTARY,67,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045108,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,SAN BRUNO,MONTE VERDE ELEMENTARY,92,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045041,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,SOUTH SAN FRANCISCO,BURI BURI ELEMENTARY,111,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045082,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,SOUTH SAN FRANCISCO,LOS CERRITOS ELEMENTARY,50,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045090,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,SOUTH SAN FRANCISCO,MARTIN ELEMENTARY,70,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045116,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,SOUTH SAN FRANCISCO,PONDEROSA ELEMENTARY,73,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045140,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,SOUTH SAN FRANCISCO,SPRUCE ELEMENTARY,95,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045157,SAN MATEO,PUBLIC,SOUTH SAN FRANCISCO UNIFIED,SOUTH SAN FRANCISCO,SUNSHINE GARDENS ELEMENTARY,64,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045165,SAN MATEO,PUBLIC,WOODSIDE ELEMENTARY,WOODSIDE,WOODSIDE ELEMENTARY,48,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6940159,SAN MATEO,PRIVATE,,ATHERTON,"SACRED HEART SCHOOLS, ATHERTON",42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978530,SAN MATEO,PRIVATE,,BELMONT,BELMONT OAKS ACADEMY,33,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6204606,SAN MATEO,PRIVATE,,BELMONT,SERENDIPITY SCHOOL,20,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978720,SAN MATEO,PRIVATE,,BURLINGAME,OUR LADY OF ANGELS ELEMENTARY,35,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978811,SAN MATEO,PRIVATE,,BURLINGAME,ST. CATHERINE OF SIENA ELEMENTARY,33,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978738,SAN MATEO,PRIVATE,,DALY CITY,OUR LADY OF MERCY ELEMENTARY,42,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6966139,SAN MATEO,PRIVATE,,DALY CITY,OUR LADY OF PERPETUAL HELP,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7057433,SAN MATEO,PRIVATE,,FOSTER CITY,KIDS' CONNECTION,40,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7016074,SAN MATEO,PRIVATE,,FOSTER CITY,RONALD C. WORNICK JEWISH DAY SCHOOL,21,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
7093735,SAN MATEO,PRIVATE,,HALF MOON BAY,SEA CREST SCHOOL,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978712,SAN MATEO,PRIVATE,,HILLSBOROUGH,THE NUEVA SCHOOL,35,31,89,0,0,0,0,2,6,0,0,2,6,--*,≥95%,--*,≥95%,--*,≥95%,31,89,--*,≥95%,Y
7016009,SAN MATEO,PRIVATE,,MENLO PARK,BEECHWOOD SCHOOL,28,25,89,2,7,0,0,1,4,0,0,0,0,--*,≥95%,--*,≥95%,--*,≥95%,26,93,--*,≥95%,Y
7044936,SAN MATEO,PRIVATE,,MENLO PARK,GERMAN-AMERICAN INTERNATIONAL SCHOOL,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978696,SAN MATEO,PRIVATE,,MENLO PARK,NATIVITY CATHOLIC SCHOOL K-8,26,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978753,SAN MATEO,PRIVATE,,MENLO PARK,"PENINSULA SCHOOL, LTD",26,22,85,2,8,2,8,0,0,0,0,0,0,22,85,22,85,22,85,22,85,23,88,Y
6904122,SAN MATEO,PRIVATE,,MENLO PARK,PHILLIPS BROOKS SCHOOL,41,37,90,0,0,1,2,3,7,0,0,0,0,--*,≥95%,38,93,--*,≥95%,--*,≥95%,38,93,Y
6978902,SAN MATEO,PRIVATE,,MENLO PARK,ST. RAYMOND'S,28,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6137699,SAN MATEO,PRIVATE,,MENLO PARK,SYNAPSE SCHOOL,32,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978621,SAN MATEO,PRIVATE,,PACIFICA,GOOD SHEPHERD ELEMENTARY,20,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6915185,SAN MATEO,PRIVATE,,PORTOLA VALLEY,WOODLAND SCHOOL,23,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978746,SAN MATEO,PRIVATE,,REDWOOD CITY,OUR LADY OF MT. CARMEL,34,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978787,SAN MATEO,PRIVATE,,REDWOOD CITY,REDEEMER LUTHERAN SCHOOL,22,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978894,SAN MATEO,PRIVATE,,REDWOOD CITY,ST. PIUS ELEMENTARY,35,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6990865,SAN MATEO,PRIVATE,,SAN BRUNO,HIGHLANDS CHRISTIAN SCHOOLS,51,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6978910,SAN MATEO,PRIVATE,,SAN BRUNO,ST. ROBERT,36,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6149967,SAN MATEO,PRIVATE,,SAN BRUNO,STRATFORD SCHOOL,21,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978829,SAN MATEO,PRIVATE,,SAN CARLOS,ST. CHARLES ELEMENTARY,32,29,91,3,9,0,0,0,0,0,0,0,0,--*,≥95%,--*,≥95%,--*,≥95%,29,91,--*,≥95%,Y
6978852,SAN MATEO,PRIVATE,,SAN MATEO,ST. GREGORY,32,30,94,2,6,0,0,0,0,0,0,0,0,--*,≥95%,--*,≥95%,--*,≥95%,30,94,--*,≥95%,Y
6978878,SAN MATEO,PRIVATE,,SAN MATEO,ST. MATTHEW CATHOLIC,61,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6978886,SAN MATEO,PRIVATE,,SAN MATEO,ST. MATTHEW'S EPISCOPAL DAY SCHOOL,36,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978928,SAN MATEO,PRIVATE,,SAN MATEO,ST. TIMOTHY SCHOOL,27,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978597,SAN MATEO,PRIVATE,,SAN MATEO,THE CAREY SCHOOL,36,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978498,SAN MATEO,PRIVATE,,SOUTH SAN FRANCISCO,ALL SOULS CATHOLIC ELEMENTARY,32,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6978936,SAN MATEO,PRIVATE,,SOUTH SAN FRANCISCO,ST. VERONICA CATHOLIC SCHOOL,37,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045264,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,BENJAMIN FOXEN ELEMENTARY,24,22,92,2,8,0,0,0,0,0,0,0,0,22,92,22,92,--*,≥95%,--*,≥95%,--*,≥95%,Y
111773,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,FAMILY PARTNERSHIP HOME STUDY CHARTER,28,23,82,0,0,0,0,4,14,1,4,0,0,23,82,23,82,23,82,23,82,23,82,Y
124255,SANTA BARBARA,PUBLIC,BLOCHMAN UNION ELEMENTARY,SANTA MARIA,TRIVIUM CHARTER,82,47,57,0,0,2,2,6,7,27,33,0,0,57,70,58,71,58,71,63,77,62,76,Y
6119804,SANTA BARBARA,PUBLIC,BUELLTON UNION ELEMENTARY,BUELLTON,OAK VALLEY ELEMENTARY,66,64,97,1,2,0,0,1,2,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045298,SANTA BARBARA,PUBLIC,CARPINTERIA UNIFIED,CARPINTERIA,ALISO ELEMENTARY,81,77,95,4,5,0,0,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045306,SANTA BARBARA,PUBLIC,CARPINTERIA UNIFIED,CARPINTERIA,CANALINO ELEMENTARY,131,113,86,18,14,0,0,0,0,0,0,0,0,116,89,119,91,115,88,129,98,--*,≥99%,Y
6045348,SANTA BARBARA,PUBLIC,COLD SPRING ELEMENTARY,SANTA BARBARA,COLD SPRING ELEMENTARY,32,25,78,3,9,3,9,1,3,0,0,0,0,26,81,25,78,26,81,25,78,28,88,Y
6045355,SANTA BARBARA,PUBLIC,COLLEGE ELEMENTARY,SANTA YNEZ,COLLEGE ELEMENTARY,24,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045389,SANTA BARBARA,PUBLIC,CUYAMA JOINT UNIFIED,NEW CUYAMA,CUYAMA ELEMENTARY,27,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6067110,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,BRANDON ELEMENTARY,70,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045421,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,ELLWOOD ELEMENTARY,61,59,97,1,2,0,0,1,2,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,59,97,--*,≥98%,Y
6045470,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,ISLA VISTA ELEMENTARY,97,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045488,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,KELLOGG ELEMENTARY,73,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045496,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,GOLETA,LA PATERA ELEMENTARY,40,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045405,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,SANTA BARBARA,EL CAMINO ELEMENTARY,33,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045447,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,SANTA BARBARA,FOOTHILL ELEMENTARY,59,56,95,1,2,2,3,0,0,0,0,0,0,56,95,57,97,57,97,56,95,57,97,Y
6045462,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,SANTA BARBARA,HOLLISTER ELEMENTARY,76,71,93,1,1,1,1,3,4,0,0,0,0,73,96,--*,≥98%,73,96,72,95,--*,≥98%,Y
6045504,SANTA BARBARA,PUBLIC,GOLETA UNION ELEMENTARY,SANTA BARBARA,MOUNTAIN VIEW ELEMENTARY,45,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045512,SANTA BARBARA,PUBLIC,GUADALUPE UNION ELEMENTARY,GUADALUPE,MARY BUREN ELEMENTARY,178,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045538,SANTA BARBARA,PUBLIC,HOPE ELEMENTARY,SANTA BARBARA,HOPE ELEMENTARY,55,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045546,SANTA BARBARA,PUBLIC,HOPE ELEMENTARY,SANTA BARBARA,MONTE VISTA ELEMENTARY,49,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
6045553,SANTA BARBARA,PUBLIC,HOPE ELEMENTARY,SANTA BARBARA,VIEJA VALLEY ELEMENTARY,69,65,94,1,1,3,4,0,0,0,0,0,0,--*,≥98%,--*,≥98%,--*,≥98%,66,96,--*,≥98%,Y
6045561,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,ARTHUR HAPGOOD ELEMENTARY,123,121,98,1,1,0,0,1,1,0,0,0,0,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045579,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,BUENA VISTA ELEMENTARY,103,99,96,3,3,0,0,1,1,0,0,0,0,101,98,101,98,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045587,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,CLARENCE RUTH ELEMENTARY,99,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045611,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,LA CANADA ELEMENTARY,106,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045629,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,LA HONDA STEAM ACADEMY,88,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045645,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,LEONORA FILLMORE ELEMENTARY,110,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045660,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,LOS BERROS VISUAL AND PERFORMING ARTS ACADEMY,80,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6068902,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,LOMPOC,MIGUELITO ELEMENTARY,99,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
116921,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,VANDENBERG AFB,MANZANITA PUBLIC CHARTER,63,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
6045595,SANTA BARBARA,PUBLIC,LOMPOC UNIFIED,VANDENBERG AIR FORCE BASE,CRESTVIEW ELEMENTARY,102,--*,≥99%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≤1%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,--*,≥99%,Y
6045728,SANTA BARBARA,PUBLIC,MONTECITO UNION ELEMENTARY,SANTA BARBARA,MONTECITO UNION,61,50,82,11,18,0,0,0,0,0,0,0,0,59,97,59,97,--*,≥98%,53,87,--*,≥98%,Y
6045702,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,LOS ALAMOS,OLGA L. REED ELEMENTARY,25,--*,≥95%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≤5%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,--*,≥95%,Y
116434,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,ORCUTT,ORCUTT ACADEMY CHARTER,23,21,91,1,4,0,0,0,0,1,4,0,0,--*,≥95%,--*,≥95%,--*,≥95%,21,91,--*,≥95%,Y
6045736,SANTA BARBARA,PUBLIC,ORCUTT UNION ELEMENTARY,SANTA MARIA,ALICE SHAW ELEMENTARY,86,--*,≥98%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≤2%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,--*,≥98%,Y
