Insert_Size	DF_927_1_GFP_tdt	DF_927_1_GFP	DF_980_3_GFP_tdt	DF_980_3_GFP
1979	4603	3746	5388	5634
1980	4500	3569	5055	5097
1981	4527	3742	5372	5287
1982	4602	3695	5307	5277
1983	4777	3588	5307	5571
1984	4661	3750	5333	5420
1985	4660	3724	5377	5482
1986	4590	3553	5424	5398
1987	4761	3660	5427	5637
1988	4550	3501	5153	5278
1989	4551	3654	5287	5233
1990	4623	3626	5294	5530
1991	4605	3736	5201	5383
1992	4375	3822	5246	5575
1993	4446	3731	5190	5307
1994	4558	3631	5328	5328
1995	4658	3734	5049	5310
1996	4739	3708	5284	5435
1997	4590	3563	5246	5346
1998	4525	3721	5149	5449
1999	4428	3649	5289	5377
2000	4493	3552	5341	5241
2001	4416	3655	5072	5180
2002	4623	3811	5378	5160
2003	4590	3609	5361	5362
2004	4398	3570	5277	5386
2005	4330	3736	5083	5440
2006	4486	3623	5038	5053
2007	4453	3568	5270	5087
2008	4299	3497	5048	5018
2009	4562	3677	5274	5284
2010	4583	3497	5087	5066
2011	4348	3487	4919	5135
2012	4565	3481	5143	5138
2013	4551	3488	5234	5062
2014	4263	3284	4838	4909
2015	4493	3595	5255	5417
2016	4425	3443	4896	4885
2017	4250	3440	4728	4963
2018	4262	3496	4985	4873
2019	4206	3444	4929	4972
2020	4274	3351	4683	4864
2021	4214	3352	4977	4939
2022	4309	3381	4778	4979
2023	4332	3637	4833	5057
2024	4216	3564	4657	4919
2025	4337	3463	4810	5028
2026	4212	3400	4455	4891
2027	4264	3509	4767	4851
2028	4313	3496	4703	4941
2029	4378	3522	4790	4980
2030	4296	3643	4902	5077
2031	4286	3627	4925	5025
2032	4115	3460	4749	4976
2033	4214	3442	4710	4968
2034	4222	3483	4684	5043
2035	4310	3474	4683	5005
2036	4167	3371	4690	4913
2037	4339	3437	4658	4939
2038	4224	3444	4656	5019
2039	4100	3329	4838	5120
2040	4232	3452	4627	5033
2041	4186	3567	5026	5007
2042	4166	3425	4785	4751
2043	4183	3521	4874	5085
2044	4322	3594	4886	5041
2045	4229	3466	4742	4904
2046	4154	3639	4940	4876
2047	4236	3432	4804	4956
2048	4184	3603	4649	4993
2049	4214	3397	4705	5061
2050	4236	3593	4914	4905
2051	4190	3433	4867	5033
2052	4367	3484	5013	5042
2053	4099	3598	4962	5088
2054	4279	3426	4848	5126
2055	4453	3616	5045	5106
2056	4198	3588	4639	5039
2057	4116	3536	4795	4897
2058	4071	3505	4692	5003
2059	4255	3577	4828	5123
2060	4289	3495	4815	5102
2061	4305	3436	4788	5106
2062	4254	3614	4908	5086
2063	4194	3521	4936	4956
2064	4192	3535	4919	5149
2065	4321	3750	5001	5281
2066	4398	3584	5151	5256
2067	4317	3550	4807	5113
2068	4252	3582	4956	5121
2069	4229	3567	5015	5098
2070	4202	3450	4676	4859
2071	4093	3624	4750	4926
2072	4178	3632	5005	5018
2073	4269	3691	4759	4976
2074	4290	3580	5010	5053
2075	4219	3552	4736	4914
2076	4055	3503	4731	4985
2077	4183	3420	4806	4836
2078	4260	3513	4622	5032
2079	4105	3362	4566	4975
2080	4238	3529	4768	4876
2081	4322	3729	4787	4972
2082	4239	3591	4979	4844
2083	4492	3673	4909	4978
2084	4327	3706	4887	5091
2085	4198	3590	4700	4841
2086	4297	3584	5014	5119
2087	4352	3635	5127	5040
2088	4512	4254	5300	5622
2089	4699	5002	5760	5775
2090	4259	3891	5086	5146
2091	4389	3940	5186	5262
2092	4349	3943	5179	5301
2093	4455	3973	5171	5247
2094	4434	4318	5321	5189
2095	4329	3784	5069	5220
2096	4335	3917	5080	5386
2097	4583	4148	5479	5599
2098	4411	3869	5138	5450
2099	4429	3966	5316	5608
2100	4721	4586	5980	5876
2101	4801	4395	5557	5674
2102	4564	4355	5354	5563
2103	4592	4220	5496	5607
2104	4690	4502	5499	5775
2105	4683	4602	5983	6105
2106	4608	3896	5539	5875
2107	4842	4229	5746	6484
2108	4580	4089	5654	5777
2109	4708	3935	5712	6267
2110	4602	4056	5805	6257
2111	4576	3944	5695	6226
2112	4643	3992	5718	5809
2113	4513	3985	5538	5834
2114	4629	4048	5704	5958
2115	4586	4114	5690	5862
2116	4450	3902	5537	5452
2117	4827	3981	5748	5949
2118	4813	4007	5718	6550
2119	4819	3984	5930	6403
2120	4628	4097	5998	6312
2121	4960	4460	6259	6850
2122	4727	3995	5946	6395
2123	4739	4156	6005	6191
2124	4730	4075	6027	6397
2125	4876	4197	6156	6317
2126	4841	4119	6247	6678
2127	4950	4094	5970	6735
2128	4959	4307	6213	7109
2129	4604	4216	5914	6170
2130	4888	4317	5818	6115
2131	4893	4680	6374	6486
2132	4945	4437	6265	6589
2133	4509	3970	5867	5997
2134	4870	4107	6134	6814
2135	4858	4077	6434	6845
2136	4946	4551	6666	7022
2137	5217	4447	6681	7101
2138	4799	4326	6071	6600
2139	4798	4056	6409	6892
2140	4988	4224	6294	6777
2141	5182	4057	6574	7228
2142	4944	4003	6817	7245
2143	5018	4174	6411	7003
2144	4969	4140	6492	6842
2145	4890	4099	6395	6949
2146	4970	4159	6652	7133
2147	5140	4355	7080	7698
2148	5256	4247	7294	7784
2149	5518	4321	8086	8570
2150	5436	4413	7809	8009
2151	5954	4865	9453	9817
2152	5000	4346	7010	7127
2153	5018	4155	6860	7526
2154	5077	4280	7074	7674
2155	5278	4528	7332	8188
2156	4969	4567	6686	7034
2157	4973	4280	6722	6904
2158	4941	4358	6291	6927
2159	4887	4146	6538	6869
2160	5073	4372	6861	7747
2161	5166	4235	6906	7924
2162	5225	4158	7392	8018
2163	5442	4349	8033	9324
2164	4889	3958	6647	7416
2165	5707	4376	8186	9795
2166	5089	4239	6526	7352
2167	5004	4008	6288	6852
2168	5142	4358	6670	7617
2169	5551	4262	7680	8838
2170	5556	4343	7992	9127
2171	5586	4286	8135	9427
2172	5367	4094	7651	8492
2173	5088	4030	6645	7174
2174	4999	4254	6926	7376
2175	5087	4219	6764	7171
2176	5281	4148	7218	7977
2177	4819	3783	6062	6544
2178	4655	3924	6276	6551
2179	4770	4087	6568	7051
2180	4850	4028	6118	6701
2181	4828	3920	6140	6408
2182	4831	3970	6265	6876
2183	4611	3742	5996	6494
2184	4766	4060	6172	6353
2185	4974	4279	6621	6692
2186	4811	4144	6501	6409
2187	4822	4419	6636	6646
2188	4990	4191	6763	6793
2189	5058	4085	6989	7157
2190	5206	4191	6785	7129
2191	5120	4077	7139	7398
2192	5320	4294	7357	7316
2193	5017	4200	6782	6813
2194	4803	4119	6244	6978
2195	4870	4304	6493	6802
2196	5280	4326	6968	7132
2197	5121	4467	7446	7785
2198	5477	4652	7657	7699
2199	5378	4400	8060	8643
2200	4944	4192	6519	6586
2201	4927	4051	6753	7069
2202	5136	4002	7098	7547
2203	5164	4088	7432	7613
2204	5594	4139	8116	8827
2205	5195	4379	7634	7857
2206	4737	3864	6380	6869
2207	4745	3823	6061	6779
2208	4749	3811	6497	6759
2209	4903	4038	6932	7273
2210	4790	3987	6355	6977
2211	4765	3784	6593	6521
2212	4825	3905	6654	6949
2213	5138	4205	7524	7576
2214	5133	3953	7493	8005
2215	4869	3872	6827	7079
2216	4793	3917	6718	7040
2217	4663	3853	6109	6376
2218	4636	3713	5617	5794
2219	4484	3718	5812	5853
2220	4774	3817	5995	6333
2221	4949	3895	6651	6701
2222	5105	4078	7119	7774
2223	4920	4093	7000	7032
2224	4974	4039	6980	7300
2225	4838	3930	6403	6388
2226	4632	3958	6117	6098
2227	4698	3844	5887	5859
2228	4650	3723	6099	5914
2229	4492	3739	5928	5832
2230	4772	3603	6063	6024
2231	4669	3784	6028	5970
2232	4937	3589	6196	6246
2233	4606	3747	6201	6161
2234	4670	3710	6012	5909
2235	4780	3584	6347	6070
2236	4722	3476	5991	5901
2237	4772	3776	6182	5680
2238	4939	3962	6807	6274
2239	4649	3647	6321	5633
2240	5361	4053	7913	6993
2241	4919	3850	6792	6153
2242	5364	4148	7899	7331
2243	5225	4121	7810	7183
2244	4805	3919	6692	6058
2245	4726	3829	6721	6351
2246	4654	3630	5914	5482
2247	4668	3717	6018	5702
2248	4840	3654	6561	5894
2249	4861	3701	6805	6110
2250	5605	4030	8438	7303
2251	5702	4182	9042	7792
2252	6388	4725	11403	9297
2253	5419	4274	8890	7680
2254	5331	4177	8044	7005
2255	4735	3878	6393	5662
2256	4246	3521	5306	5100
2257	4238	3778	5404	5125
2258	4252	3436	5535	5100
2259	4316	3446	5307	5237
2260	4255	3440	5449	5146
2261	4149	3709	5555	5123
2262	4073	3601	5021	4975
2263	4381	3593	5341	5133
2264	4139	3367	5078	4785
2265	4261	3409	5074	4907
2266	4067	3359	4785	4904
2267	4145	3480	5107	5044
2268	4239	3509	5449	5321
2269	4239	3749	5117	4949
2270	4103	3249	4844	4913
2271	4043	3334	4795	4868
2272	4067	3370	4506	4799
2273	4181	3319	4676	4737
2274	4176	3527	5195	5012
2275	4238	3335	4976	5101
2276	4057	3310	4771	4725
2277	3898	3210	4648	4735
2278	3928	3055	4493	4522
2279	3941	3216	4340	4818
2280	4024	3223	4694	4706
2281	3900	3262	4627	4682
2282	3915	3228	4580	4609
2283	3762	3077	4571	4424
2284	3802	3093	4633	4663
2285	3955	3095	4512	4704
2286	3903	3096	4491	4689
2287	3935	3076	4521	4448
2288	3811	3008	4234	4446
2289	3793	2971	4305	4409
2290	3772	3036	4355	4377
2291	3690	3088	4213	4295
2292	3705	3098	4438	4540
2293	3714	2970	4275	4250
2294	3888	3003	4363	4437
2295	3865	3025	4213	4442
2296	3678	2905	4242	4366
2297	3708	2968	4560	4527
2298	3792	3105	4735	4561
2299	4221	3202	5169	5458
2300	3770	3096	4465	4612
2301	3977	3042	4682	4768
2302	4001	3148	4502	4571
2303	4060	3152	4790	5102
2304	4004	3108	4781	4799
2305	4031	3122	4537	4737
2306	3830	3046	4710	4730
2307	3898	3163	4372	4505
2308	4059	3025	4522	4734
2309	3807	2939	4211	4419
2310	3850	2991	4474	4676
2311	3616	2931	4383	4505
2312	3738	2949	4219	4428
2313	3632	3090	4220	4474
2314	3784	3036	4273	4736
2315	3819	2915	4208	4634
2316	3762	3100	4287	4333
2317	3676	2916	4161	4106
2318	3718	3021	4109	4300
2319	3729	2922	4135	4226
2320	3781	2972	4191	4399
2321	3682	3005	4110	4305
2322	3752	2983	4037	4304
2323	3652	2998	4085	4226
2324	3725	2926	3978	4144
2325	3663	3097	4084	4205
2326	3549	2999	3970	4283
2327	3681	3112	4086	4273
2328	3564	3084	4083	4190
2329	3775	3001	4160	4061
2330	3687	2957	3917	4246
2331	3840	2960	4235	4246
2332	3705	3022	4089	4261
2333	3608	3068	4232	4181
2334	3709	3054	4108	4221
2335	3731	3005	4301	4290
2336	3656	3012	4246	4251
2337	3514	3052	4199	4284
2338	3676	2910	4109	4125
2339	3716	2945	4140	4112
2340	3534	2994	4070	4227
2341	3480	2834	4065	4153
2342	3723	3008	4402	4275
2343	3721	2929	4090	4331
2344	3798	3132	4267	4248
2345	3736	3067	4305	4378
2346	3621	3122	4280	4223
2347	3712	2946	4161	4218
2348	3779	2953	4152	4153
2349	3762	3048	4524	4414
2350	3707	3020	4177	4268
2351	3677	3050	4184	4453
2352	3661	3033	4255	4387
2353	3856	3167	4385	4574
2354	3940	3173	4283	4532
2355	3667	3120	4468	4478
2356	3825	3147	4389	4463
2357	3769	3025	4424	4221
2358	3856	3006	4380	4273
2359	3679	2955	4294	4468
2360	3525	2895	4039	4254
2361	3447	2854	4024	4354
2362	3588	2953	4174	4342
2363	3738	2923	4210	4326
2364	3571	3120	4311	4350
2365	3717	2969	4249	4370
2366	3720	3015	4250	4412
2367	3624	2943	4309	4315
2368	3610	2848	3987	4280
2369	3721	3035	4061	4303
2370	3609	2966	4237	4396
2371	3664	3034	4055	4287
2372	3671	2988	3947	4087
2373	3487	2876	3914	4148
2374	3594	2833	3881	3972
2375	3522	2931	3809	4120
2376	3524	2997	3984	4253
2377	3794	3000	3873	4293
2378	3645	2930	3816	4097
2379	3526	2951	3818	4056
2380	3572	2890	3986	4261
2381	3655	3035	4148	4296
2382	3596	3091	4164	4434
2383	3661	3017	3945	4356
2384	3571	2954	4046	4146
2385	3362	2968	3973	4082
2386	3642	2998	4168	4144
2387	3532	3090	4181	4458
2388	3662	3016	4098	4276
2389	3801	3074	4388	4346
2390	3643	2941	4160	4202
2391	3634	3193	4149	4318
2392	3798	3080	4199	4433
2393	3653	3104	4261	4474
2394	3840	3275	4291	4382
2395	3464	2979	4029	4144
2396	3483	3025	3980	4111
2397	3760	3005	4119	4267
2398	3686	2953	4005	4333
2399	3598	3041	4092	4106
2400	3689	3121	4386	4476
2401	3691	3037	4058	4230
2402	3507	3109	4079	4297
2403	3654	3027	4148	4262
2404	3545	3012	4021	4264
2405	3625	3115	4083	4307
2406	3812	3319	4216	4432
2407	3786	3248	4224	4392
2408	3702	3357	4056	4493
2409	3732	3248	4237	4436
2410	3681	3116	4130	4512
2411	3615	3211	4077	4423
2412	3754	3300	4132	4459
2413	3772	3095	4071	4468
2414	3678	2938	3979	4442
2415	3682	3029	4184	4557
2416	3725	3085	4430	4639
2417	3661	3308	4200	4610
2418	3746	3064	4412	4511
2419	3630	3142	4346	4692
2420	3880	3096	4528	4644
2421	3657	3121	4276	4688
2422	3723	3038	4544	4769
2423	3677	3145	4427	4519
2424	3624	3086	4289	4703
2425	3645	3039	4421	4466
2426	3700	2977	4211	4336
2427	3668	3202	4252	4510
2428	3745	3096	4508	4522
2429	3664	3152	4426	4591
2430	3689	3223	4401	4649
2431	3665	3213	4236	4404
2432	3730	3117	4399	4464
2433	3622	3112	4288	4380
2434	3668	3182	4396	4500
2435	3596	3027	4169	4560
2436	3629	3090	4360	4670
2437	3827	3027	4534	4510
2438	3814	3147	4417	4423
2439	3693	3139	4260	4506
2440	3630	3061	4333	4348
2441	3783	3071	4300	4434
2442	3638	3201	4415	4564
2443	3584	3121	4183	4451
2444	3797	3082	4583	4585
2445	3784	3242	4256	4611
2446	3691	3208	4322	4493
2447	3757	3244	4537	4613
2448	3630	3168	4155	4409
2449	3706	3216	4380	4556
2450	3716	3001	4187	4388
2451	3683	3087	4205	4375
2452	3690	3081	4172	4430
2453	3804	3076	4526	4656
2454	3663	3096	4356	4794
2455	3580	2948	4326	4606
2456	3793	3068	4310	4451
2457	3674	3124	4406	4520
2458	3603	3042	4024	4502
2459	3671	2966	4240	4455
2460	3802	2979	4062	4255
2461	3529	2965	4255	4419
2462	3690	3055	4274	4557
2463	3799	2905	4267	4516
2464	3797	3039	4503	4540
2465	3651	3046	4358	4406
2466	3514	2943	4149	4506
2467	3589	2951	4121	4583
2468	3713	2954	4220	4500
2469	3658	3012	4177	4645
2470	3724	3059	4183	4392
2471	3591	3003	4355	4652
2472	3698	3119	4172	4611
2473	3646	3081	4191	4601
2474	3660	3136	4201	4540
2475	3810	3192	4324	4622
2476	3726	3117	4539	4561
2477	3724	3240	4775	4988
2478	3746	3288	4514	4695
2479	3660	3134	4477	4765
2480	3658	3316	4615	4685
2481	3630	3199	4262	4627
2482	3782	3223	4654	4716
2483	3745	3206	4395	4666
2484	3628	3242	4591	4759
2485	3741	3184	4643	4734
2486	3617	3342	4400	4557
2487	3641	3134	4494	4700
2488	3636	3297	4454	4761
2489	4003	3292	4616	4926
2490	3800	3300	4651	4823
2491	3648	3247	4413	4691
2492	3706	3302	4600	4815
2493	3634	3277	4520	4702
2494	3733	3346	4633	4782
2495	3815	3316	4485	4730
2496	3811	3361	4817	4977
2497	3600	3366	4827	4838
2498	3947	3364	4942	4908
2499	3581	3214	4748	4837
2500	3707	3275	4741	4702
2501	3546	3105	4285	4562
2502	3730	3126	4308	4489
2503	3731	3125	4318	4754
2504	3669	3114	4606	4489
2505	3676	2979	4391	4316
2506	3655	3248	4449	4525
2507	3585	3245	4245	4382
2508	3581	3011	4215	4428
2509	3449	3158	4464	4560
2510	3600	3223	4577	4532
2511	3522	3243	4384	4527
2512	3665	3328	4418	4623
2513	3595	3264	4556	4621
2514	3482	3101	4479	4489
2515	3464	2958	4233	4302
2516	3358	3032	4405	4511
2517	3451	3192	4366	4612
2518	3530	3149	4404	4414
2519	3710	3131	4548	4508
2520	3639	3205	4384	4527
2521	3543	3081	4362	4500
2522	3655	3318	4443	4456
2523	3645	3194	4510	4543
2524	3874	3503	4753	4778
2525	3807	3553	4778	4989
2526	3775	3315	4523	4748
2527	3791	3542	4767	4903
2528	3791	3517	4621	4894
2529	3980	3598	5112	5067
2530	3945	3599	5124	5180
2531	3872	3810	5099	5231
2532	3892	3618	4988	4997
2533	3781	3426	4900	4904
2534	3825	3580	4849	5099
2535	3823	3536	4773	5068
2536	3742	3601	4625	5073
2537	3753	3614	4769	4896
2538	3847	3373	5150	5315
2539	3716	3448	4705	4952
2540	3706	3299	4810	5236
2541	3589	3332	4609	4838
2542	3721	3214	4689	4862
2543	3754	3184	4756	4951
2544	3541	3419	4610	4898
2545	3664	3375	4737	4933
2546	3871	3504	5058	5457
2547	4087	3563	4996	5274
2548	3828	3417	5063	5460
2549	3841	3504	5047	5108
2550	3925	3474	5208	5547
2551	3819	3634	5051	5438
2552	3798	3617	4855	5158
2553	3756	3340	4885	5219
2554	3852	3329	5035	5171
2555	3912	3426	5148	5256
2556	3811	3625	5260	5662
2557	3731	3382	5043	5247
2558	3779	3564	5239	5443
2559	3962	3559	5150	5276
2560	4074	3648	5437	5722
2561	4195	3840	5870	5950
2562	4003	3775	5745	5973
2563	4189	3674	5822	5975
2564	4032	3713	5488	5556
2565	3953	3645	5449	5579
2566	3880	3706	5112	5597
2567	3982	3706	5404	5481
2568	4032	3711	5519	5696
2569	4276	3995	6203	5914
2570	4099	3814	5626	5807
2571	3945	3621	5535	5446
2572	3902	3620	5170	5175
2573	3997	3788	5648	5896
2574	4233	3837	5713	5801
2575	4239	4114	5633	5824
2576	4023	4015	5858	5521
2577	3973	3955	5712	5661
2578	4170	3922	5590	5714
2579	3981	3507	5482	5466
2580	4262	3560	5685	5589
2581	4260	3585	5676	5580
2582	4211	3759	6011	5975
2583	4417	4017	6091	6009
2584	4225	3713	6036	6081
2585	4474	4339	6708	6448
2586	4175	3738	6052	5989
2587	4596	4024	6560	6445
2588	4647	3863	7058	6893
2589	4796	3854	7496	7278
2590	5035	4251	8758	7796
2591	5073	3988	8387	7626
2592	4995	4073	8872	7663
2593	4489	3911	6790	6564
2594	4589	4064	8077	7071
2595	4301	3762	6817	6603
2596	4261	3923	6861	6034
2597	4674	4216	7895	6840
2598	4516	4238	7688	6657
2599	4368	3953	7228	6211
2600	4264	3986	7260	6041
2601	3925	3505	5567	5221
2602	4109	3848	5847	5207
2603	3997	3617	5697	5373
2604	4170	3932	6078	5550
2605	4032	3705	5997	5716
2606	3962	3694	5565	5561
2607	3883	3375	5420	5471
2608	3829	3277	5287	5383
2609	3690	3340	5153	5152
2610	3807	3265	5313	5428
2611	4070	3215	5148	5263
2612	3969	3262	5304	5316
2613	4034	3339	5547	5816
2614	3959	3371	5491	5666
2615	3945	3296	5705	5726
2616	4204	3322	6001	6086
2617	4192	3272	6440	6436
2618	4159	3225	5925	5951
2619	3963	3289	5373	5477
2620	3822	3395	5867	6025
2621	4056	3411	5684	5875
2622	4159	3448	5694	5863
2623	3850	3187	5296	5565
2624	3808	3224	5024	4951
2625	3515	3068	4777	4699
2626	3728	3222	4885	4870
2627	3741	3112	4978	4993
2628	3615	2944	4705	4644
2629	3507	2975	4696	5037
2630	3687	3010	5123	5073
2631	3785	3123	5268	5371
2632	3881	3069	5336	5598
2633	3946	3225	5255	5265
2634	3767	3117	4854	4965
2635	3749	2971	4792	4932
2636	3856	3079	5024	5063
2637	3746	2947	4757	5137
2638	3676	2990	4665	4914
2639	3702	3034	5065	5383
2640	3678	2991	4977	5040
2641	3848	2874	4949	5018
2642	3801	2977	5035	5086
2643	3724	2956	4712	4783
2644	3790	2797	4700	5088
2645	3663	2850	4814	5043
2646	3921	3020	5456	5714
2647	4091	2981	5837	6270
2648	3935	2992	5583	5449
2649	4614	3240	6859	7495
2650	3720	2960	4998	4992
2651	3702	3104	5045	5203
2652	3763	2965	5112	5089
2653	3930	2871	5327	5478
2654	3356	2865	4686	4677
2655	3554	2683	4440	4604
2656	3283	2784	4220	4198
2657	3532	2649	4513	4642
2658	3543	2789	4834	4980
2659	3460	2628	4741	4887
2660	3886	2853	6056	5907
2661	3612	2640	4626	4631
2662	3498	2871	4900	4900
2663	3423	2836	4817	4843
2664	3620	2794	5116	5014
2665	3479	2796	4480	4517
2666	3390	2708	4522	4469
2667	3379	2765	4312	4236
2668	3396	2587	4144	4263
2669	3310	2607	4083	4222
2670	3348	2587	4169	4475
2671	3665	2807	4464	4578
2672	3405	2813	4441	4672
2673	3583	2805	4840	5016
2674	3364	2908	4313	4657
2675	3546	2735	4555	5003
2676	3216	2801	3918	3934
2677	3151	2508	3800	3929
2678	3233	2651	4022	4327
2679	3330	2648	4078	4446
2680	3334	2766	4528	5004
2681	3394	2615	4261	4853
2682	3162	2603	4042	4488
2683	3332	2591	3808	4048
2684	3393	2599	3873	4430
2685	3245	2563	4031	4285
2686	3443	2685	4008	4468
2687	3372	2582	3982	4434
2688	3281	2729	3993	4331
2689	3368	2693	3964	4417
2690	3509	2759	4544	5085
2691	3335	2719	3995	4216
2692	3320	2709	4117	4373
2693	3280	2775	4162	4527
2694	3237	2602	4445	5067
2695	3319	2775	4152	4586
2696	NA	2691	4951	5501
2697	NA	2660	4145	4357
2698	NA	2563	3918	4187
2699	NA	2734	4064	4283
2700	NA	2626	4062	4246
2701	NA	2673	4057	4189
2702	NA	2691	4156	4281
2703	NA	2727	4056	4382
2704	NA	2651	3913	4351
2705	NA	2742	4411	4661
2706	NA	2716	4195	4115
2707	NA	2679	4284	4389
2708	NA	2719	4292	4339
2709	NA	2803	4270	4592
2710	NA	2661	3918	4366
2711	NA	2709	4057	4235
2712	NA	2646	3986	4447
2713	NA	2708	4341	4634
2714	NA	2885	4603	4757
2715	NA	2838	4794	5118
2716	NA	2707	4586	4776
2717	NA	2809	4678	4674
2718	NA	2746	4176	4250
2719	NA	2716	4279	4347
2720	NA	2674	4192	4137
2721	NA	2712	4401	4342
2722	NA	2780	4446	4611
2723	NA	2693	4330	4290
2724	NA	2894	4794	4997
2725	NA	2799	4548	4611
2726	NA	2796	4281	4196
2727	NA	2578	3999	4074
2728	NA	2629	3878	4014
2729	NA	2816	3952	4315
2730	NA	2812	4081	4403
2731	NA	2816	4620	4528
2732	NA	2755	5229	5143
2733	NA	2810	4760	4536
2734	NA	3011	6656	6381
2735	NA	2806	4074	4058
2736	NA	2838	4010	4038
2737	NA	2778	3826	4063
2738	NA	2991	4319	4457
2739	NA	2753	3993	4177
2740	NA	3058	4316	4693
2741	NA	2940	4052	4393
2742	NA	2813	4040	4001
2743	NA	2797	4069	4346
2744	NA	3047	3924	4018
2745	NA	2925	3693	3932
2746	NA	2799	3740	3996
2747	NA	2844	4042	4013
2748	NA	2792	3898	4017
2749	NA	3027	3991	3981
2750	NA	2812	4016	4130
2751	NA	2832	3878	3911
2752	NA	2740	3842	3858
2753	NA	2661	3766	3967
2754	NA	2835	3857	4028
2755	NA	2796	3792	3915
2756	NA	2809	3714	3803
2757	NA	2751	3749	3915
2758	NA	2806	3706	3788
2759	NA	2707	3669	3987
2760	NA	2625	3767	3839
2761	NA	2591	3746	3813
2762	NA	2676	3802	3932
2763	NA	2620	3736	3745
2764	NA	2675	3689	3789
2765	NA	2766	3711	3637
2766	NA	2760	3621	3879
2767	NA	2642	3899	3862
2768	NA	2735	3803	3792
2769	NA	2625	3834	3651
2770	NA	2604	3737	3798
2771	NA	2690	3598	3788
2772	NA	2775	3660	3793
2773	NA	2726	3735	3703
2774	NA	2519	3546	3746
2775	NA	2692	3754	3771
2776	NA	2635	3688	3788
2777	NA	2577	3623	3625
2778	NA	2708	3651	3593
2779	NA	2610	3667	3794
2780	NA	2543	3521	3653
2781	NA	2631	3624	3724
2782	NA	2724	3743	3677
2783	NA	2597	3630	3708
2784	NA	2413	3558	3505
2785	NA	2607	3663	3884
2786	NA	2486	3625	3607
2787	NA	2593	3518	3607
2788	NA	2758	4169	3914
2789	NA	2734	3745	3737
2790	NA	2637	3787	3757
2791	NA	2651	3793	3610
2792	NA	2641	3881	3703
2793	NA	2493	3766	3565
2794	NA	2557	3626	3692
2795	NA	2611	3639	3761
2796	NA	2632	3702	3788
2797	NA	2647	3664	3802
2798	NA	2412	3429	3586
2799	NA	2501	3506	3728
2800	NA	2578	3519	3650
2801	NA	2515	3585	3614
2802	NA	2631	3710	3710
2803	NA	2688	3626	3595
2804	NA	2561	3618	3675
2805	NA	2522	3507	3450
2806	NA	2602	3515	3519
2807	NA	2458	3700	3505
2808	NA	2547	3730	3697
2809	NA	2517	3579	3495
2810	NA	2522	3526	3668
2811	NA	2398	3551	3522
2812	NA	2375	3508	3517
2813	NA	2540	3611	3628
2814	NA	2549	3626	3577
2815	NA	2557	3872	3914
2816	NA	2538	3506	3525
2817	NA	2367	3546	3388
2818	NA	2503	3468	3530
2819	NA	2408	3580	3534
2820	NA	2508	3598	3519
2821	NA	2431	3666	3686
2822	NA	2567	3663	3541
2823	NA	2424	3581	3642
2824	NA	2467	3443	3454
2825	NA	2402	3523	3605
2826	NA	2320	3452	3520
2827	NA	2505	3394	3332
2828	NA	2511	3569	3545
2829	NA	2585	3761	3778
2830	NA	2484	3496	3673
2831	NA	2467	3827	3780
2832	NA	2647	3829	3976
2833	NA	2446	3570	3667
2834	NA	2593	3642	3773
2835	NA	2495	3577	3606
2836	NA	2531	3650	3647
2837	NA	2441	3581	3570
2838	NA	2588	3735	3649
2839	NA	2537	3733	3571
2840	NA	2573	3822	3923
2841	NA	2499	3701	3785
2842	NA	2440	3718	3650
2843	NA	2432	3740	3756
2844	NA	2373	3740	3750
2845	NA	2428	3608	3811
2846	NA	2590	3756	3906
2847	NA	2396	3649	3662
2848	NA	2432	3796	3811
2849	NA	2448	3646	3801
2850	NA	2410	3721	3838
2851	NA	2423	3615	3562
2852	NA	2506	3771	3906
2853	NA	2539	3838	4040
2854	NA	2482	3832	3921
2855	NA	2500	3731	3818
2856	NA	2411	3713	3572
2857	NA	2547	3918	4049
2858	NA	2406	3439	3686
2859	NA	2449	3699	3881
2860	NA	2456	3585	3950
2861	NA	2430	3581	3702
2862	NA	2476	3612	3796
2863	NA	2314	3783	3739
2864	NA	2436	3636	3872
2865	NA	2430	3640	3806
2866	NA	2575	3887	3792
2867	NA	2653	3803	4095
2868	NA	2553	3726	3990
2869	NA	2661	3861	4001
2870	NA	2575	3805	3873
2871	NA	2522	3691	4099
2872	NA	2519	3807	3935
2873	NA	2252	3579	3857
2874	NA	2430	3611	3701
2875	NA	2352	3726	3845
2876	NA	2367	3582	3840
2877	NA	2480	3660	3793
2878	NA	2418	3701	3839
2879	NA	2430	3567	3731
2880	NA	2344	3880	3963
2881	NA	2572	3934	4148
2882	NA	2334	3796	4045
2883	NA	2459	3635	3949
2884	NA	2368	3630	3814
2885	NA	2404	3835	3751
2886	NA	2522	3810	3985
2887	NA	2411	3692	3883
2888	NA	2339	3786	3879
2889	NA	NA	3419	3764
2890	NA	NA	3734	3853
2891	NA	NA	3733	3818
2892	NA	NA	3649	3650
2893	NA	NA	3730	3934
2894	NA	NA	3726	3679
2895	NA	NA	3616	3735
2896	NA	NA	3981	3933
2897	NA	NA	3501	3601
2898	NA	NA	3670	3782
2899	NA	NA	3411	3725
2900	NA	NA	3565	3669
2901	NA	NA	3455	3613
2902	NA	NA	3483	3686
2903	NA	NA	3546	3534
2904	NA	NA	3515	3489
2905	NA	NA	3638	3923
2906	NA	NA	3495	3797
2907	NA	NA	3633	3763
