"ACCESS_CTRL","ADJ_RDWY_SEQ","COUNTY","CRASH_YEAR","CRN","LANE_COUNT","OFFSET","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME","COUNTY_YEAR","MUNICIPALITY"
"1","3","67","2008","2008035900","03","1166","E","3","1","0076","3394","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008069506","02","","S","4","4","","","25","ALGON AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008069506","02","","S","3","4","","","25","KREWSTOWN RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008069552","99","","E","3","4","","","25","VINE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008069555","02","","N","4","4","","","25","FIFTYEIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008069555","3 ","0","W","3","2","0003","0041","35","WALNUT ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008069673","2 ","1872","W","3","2","2016","0061","","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008069692","99","","E","3","4","","","","WAKELING ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008070535","02","4170","N","3","2","3003","0030","45","","ROADWAY_2008_Philadelphia","67301"
"3","6","67","2008","2008070669","1 ","1341","S","6","2","3015","0075","35","COBBS CREEK PY","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008070669","2 ","0","W","4","2","0003","0025","35","COBBS CREEK PY","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008070669","3 ","0","E","5","2","0003","0030","35","CHESTNUT ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008070669","1 ","518","E","3","2","0003","0020","35","COBBS CREEK PY","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008070740","02","","S","3","4","","","25","LINCOLN DR","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008070813","02","","","5","4","","","25","PETONI PL","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008070813","04","","","4","4","","","25","POQUESSING AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008070813","2 ","0","N","3","2","0532","0090","35","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008070851","99","","N","4","4","","","","SIXTYSEVENTH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008070851","99","","E","3","4","","","","PASCHAL AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009019643","2 ","1485","S","4","2","3028","0011","","JOHN F KENNEDY BL","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009019643","2 ","100","E","3","2","3026","0010","","THIRTIETH ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008116401","02","1773","E","4","2","1024","0020","35","KEYSTONE ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008116401","02","","W","5","4","","","35","KEYSTONE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008116401","3 ","698","N","3","2","1008","0010","25","LEVICK ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008132936","2 ","475","W","3","2","2008","0004","25","GIRARD AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008133306","2 ","376","E","3","2","2004","0010","25","MARKET ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133306","03","","N","4","4","","","","THIRTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008133310","4 ","2080","N","3","2","0611","0030","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008133310","4 ","1836","S","4","2","0611","0031","30","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008133310","2 ","1958","U","5","2","3009","0020","35","RIDGE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133314","99","","S","3","4","","","","SIXTYFIFTH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008133314","99","","N","4","4","","","","WINDSOR ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008133513","2 ","779","N","3","2","2009","0050","","ARAMINGO AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133513","99","","E","4","4","","","","TIOGA ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008133526","2 ","526","W","3","2","4002","0130","30","GODFREY AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133526","02","","N","4","4","","","","FOURTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008133529","2 ","1925","W","3","2","1020","0020","35","PHILMONT AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133545","99","","N","3","4","","","","G ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008133545","99","","E","4","4","","","","THAYER ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133560","02","","S","3","4","","","25","52ND ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008133560","02","","E","4","4","","","25","WYNNEFIELD AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008133579","01","","E","3","4","","","25","CUMBERLAND ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008133583","01","","S","4","4","","","","FRANKLIN ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133583","02","","E","3","4","","","","POPLAR ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008133792","99","","N","3","4","","","","10TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008133814","01","","W","3","4","","","35","UPLAND ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008135255","02","","S","3","4","","","45","BUTLER AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008135264","3 ","250","S","3","2","6001","0241","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009012210","02","","N","3","4","","","","SIGEL ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009012210","01","","S","4","4","","","35","19TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009012641","2 ","270","N","3","2","4013","0050","25","LINCOLN DR","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009012641","2 ","1496","E","4","2","4015","0040","45","WAYNE AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009012641","02","","E","5","4","","","25","WAYNE AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009012645","3 ","1880","W","3","2","0003","0081","35","WALNUT ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009012645","02","","S","4","4","","","25","THIRTYFOURTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009012657","03","1560","N","3","2","0001","0380","45","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009012657","03","1573","N","4","2","6001","0380","45","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009012658","99","","N","3","4","","","","25TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009012658","01","","W","4","4","","","","MCKEAN ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013294","2 ","507","E","3","2","3015","0060","25","COBBS CREEK PY","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013294","01","","S","4","4","","","25","FIFTYNINTH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009013348","02","","E","3","4","","","","WINDRIM AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013348","02","","N","4","4","","","","18TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009013388","2 ","704","N","3","2","1007","0110","35","STATE RD","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009013389","99","","W","3","4","","","","WOODLAND AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008042185","04","","E","4","4","","","","HUNTING PARK AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008042185","02","0","N","3","2","1003","0030","35","WHITAKER AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008083235","01","","N","4","4","","","25","NINTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008083235","2 ","2386","N","3","2","2001","0010","25","OREGON AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008083240","2 ","1824","E","3","1","0676","0004","55","VINE ST EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008083241","01","","S","4","4","","","","N FRANKLIN ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008083241","01","","W","3","4","","","","W SUSQUEHANNA AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008083264","02","","E","4","4","","","35","BELMONT MANSION DR","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008083264","02","","E","3","4","","","35","MONTGOMERY DR","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008035893","03","242","W","3","1","0076","3465","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008036790","02","1375","W","3","1","0076","3445","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008036799","04","777","W","3","1","0076","3401","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008039835","03","781","E","3","1","0076","3460","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008040059","02","","N","4","4","","","25","KENSINGTON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008040059","02","0","E","3","2","2014","0080","25","LEHIGH AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008040118","02","2249","E","3","2","1004","0050","35","ERIE AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008040134","01","","N","4","4","","","25","EIGHTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008040134","02","788","W","3","2","2014","0051","25","LEHIGH AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008040232","03","","W","3","4","","","45","WALT WHITMAN BR","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008040781","99","","N","3","4","","","","SAUL ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008041289","02","","N","4","4","","","25","GREENE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008041289","02","","E","3","4","","","20","MAPLEWOOD AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008041303","02","","E","3","4","","","25","BELFIELD ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008027651","04","1036","W","3","1","0076","3405","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008094543","3 ","297","E","3","1","0076","3430","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008094886","2 ","1180","S","3","2","0013","0280","30","FRANKFORD AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008095295","02","1559","N","5","2","2009","0050","35","ARAMINGO AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008095295","02","","W","4","4","","","35","VENANGO AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008095295","02","1556","S","3","2","2009","0051","35","ARAMINGO AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008095302","2 ","1185","N","3","2","4013","0010","25","WALNUT LN","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008095570","01","","E","4","4","","","15","LUDLOW ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008095570","02","","S","3","4","","","25","FARRAGUT ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008095572","99","","N","3","4","","","","N 3RD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008095579","04","","E","3","4","","","35","HOLSTEIN AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008095586","01","","S","3","4","","","","S 70TH ST","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008087103","4 ","1198","N","3","1","0095","0204","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008087994","02","","S","4","4","","","","LIMEKILN RD","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008087994","02","","W","3","4","","","","MEDARY RD","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008113473","3 ","1495","S","3","1","0095","0191","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008113483","4 ","645","W","3","1","0076","3401","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008085837","4 ","293","E","3","1","0076","3410","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008083254","01","","N","4","4","","","25","11TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008083254","99","","E","3","4","","","","MONTGOMERY AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008083263","99","316","N","3","2","0001","0160","","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008026679","01","","E","4","4","","","","PEARSON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008026679","02","0","S","3","2","0013","0290","30","FRANKFORD AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008026687","99","","E","4","4","","","","PASCHALL AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008026687","02","359","N","3","2","3021","0070","25","GRAYS FERRY AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008027015","02","3402","S","4","2","3017","0020","25","FIFTYSECOND ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008027015","03","1072","W","3","2","0003","0051","35","WALNUT ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008027214","02","","E","4","4","","","25","RITTENHOUSE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008027214","02","2238","S","3","2","4005","0050","25","GERMANTOWN AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008027229","02","401","N","3","2","1007","0060","35","TACONY ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008108687","99","","W","4","4","","","","CAMBRIA ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008108687","99","","S","3","4","","","","22ND ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008108987","99","1421","S","3","2","6001","0251","","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008109108","02","","W","4","4","","","","WISTER ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008109108","2 ","0","S","3","2","4004","0040","35","OLNEY AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008109771","4 ","390","N","3","1","0095","0300","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008129123","2 ","2047","E","3","1","0076","3454","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008132800","03","1426","E","3","1","0076","3440","50","SCHUYLKILL EX","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008132883","2 ","3235","W","3","2","2002","0050","25","SNYDER AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008132926","2 ","0","B","4","2","4013","0010","25","WALNUT LN","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008132926","99","","E","5","4","","","","SHURS LN","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008132926","2 ","0","S","3","2","3009","0120","35","RIDGE AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008133007","01","","N","4","4","","","25","35TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133007","01","","W","3","4","","","25","HAMILTON ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008133110","99","","N","5","4","","","15","PRESTON ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008133110","99","","N","4","4","","","15","WALLACE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008133110","2 ","1187","E","3","2","3005","0090","25","LANCASTER AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008085213","99","","E","4","4","","","","LUZERNE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008085213","02","","N","3","4","","","","K ST","ROADWAY_2008_Philadelphia","67301"
"1","4","67","2008","2008085328","99","0","N","4","2","8049","0750","","","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008085328","02","1414","N","3","1","3095","0020","55","","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008083238","99","","S","3","4","","","25","BANES ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008083314","2 ","2368","S","3","2","1004","0180","30","TORRESDALE AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008083337","3 ","7","S","3","2","0001","0111","50","ROOSEVELT BOULEVARD EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008043928","02","","N","4","4","","","25","41ST ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008043928","01","","W","3","4","","","25","OGDEN ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008043954","02","","N","4","4","","","25","VAN KIRK ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008043954","99","","E","5","4","","","","JACKSON ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008043954","03","1871","N","3","2","2009","0100","35","HARBISON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008044013","02","1295","N","3","2","0013","0280","30","FRANKFORD AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008044020","02","1536","S","3","2","1004","0090","25","TORRESDALE AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008044047","99","","S","4","4","","","","53RD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008040055","03","1535","S","3","2","0001","0241","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008040129","02","","S","4","4","","","25","MOWER ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008040129","02","","E","3","4","","","25","PELHAM RD","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008040283","03","404","S","3","1","0095","0245","55","DELAWARE EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008040541","02","","N","4","4","","","25","5TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008040541","02","","W","3","4","","","25","CHAMPLOST AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008040577","02","0","W","5","2","1002","0030","35","CHELTENHAM AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008040577","02","0","E","4","2","1002","0031","35","CHELTENHAM AV","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2008040577","02","0","S","3","2","2060","0010","35","NEW SECOND ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008040751","99","","W","3","4","","","","WINGOHOCKING AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008040752","02","99","S","3","2","4003","0011","40","WISSAHICKON AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008040760","01","","N","4","4","","","25","RORER ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008040760","2 ","1448","E","3","2","2016","0080","30","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008040766","02","100","W","3","1","0676","0003","","","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008041246","99","","W","3","4","","","","WOODLAND AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008041255","02","","E","3","4","","","35","LINDBERGH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008041280","02","","E","4","4","","","","LUZERNE ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008041280","2 ","1201","N","3","2","1003","0020","25","WHITAKER AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008050277","02","","N","4","4","","","","HIGH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008050277","99","","W","3","4","","","","LEVERINGTON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008050283","3 ","2754","S","3","2","0001","0231","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008050286","99","","","3","4","","","","BEYER ST","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2008050289","2 ","1990","W","5","2","1014","0040","35","RHAWN ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008050289","2 ","1752","S","4","2","1009","0111","25","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008050289","3 ","1752","N","3","2","1009","0110","25","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2008050296","99","0","W","4","2","1020","0030","","PHILMONT AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008050296","99","1119","S","3","2","0532","0091","","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008050493","1 ","2038","E","3","2","2016","0070","","ALLEGHENY AV","ROADWAY_2008_Philadelphia","67301"
"1","4","67","2008","2008050562","1 ","400","S","4","2","8039","0250","","RAMP G RD","ROADWAY_2008_Philadelphia","67301"
"1","3","67","2008","2008050562","3 ","3177","S","3","2","0001","0101","50","ROOSEVELT BOULEVARD EX","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008050566","02","","E","4","4","","","25","TIOGA ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008050566","01","","N","3","4","","","25","EMERALD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008050745","02","","S","3","4","","","25","66TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008050751","2 ","530","S","3","2","3009","0040","35","RIDGE AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008050753","02","","N","3","4","","","25","ST LUKE ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008050807","02","","E","4","4","","","","ROUMFORT RD","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008050807","02","2879","N","3","2","4007","0090","25","GERMANTOWN AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008050858","02","","S","3","4","","","30","70TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008025181","02","","W","4","4","","","","HOFFMAN AV","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008025181","02","","S","3","4","","","","56TH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008095691","01","","S","4","4","","","25","TENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008095691","02","1950","E","3","2","3008","0030","25","CHESTNUT ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2008095708","2 ","1029","N","3","2","3009","0160","35","RIDGE AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008095917","02","","W","3","4","","","25","LOMBARD ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008095918","99","","E","3","4","","","","OREGON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008096080","01","","S","3","4","","","15","DALY ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2008097405","01","","N","3","4","","","25","WATTS ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008097405","01","","W","4","4","","","25","YORK ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008097406","01","","E","3","4","","","25","ELLSWORTH ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009024662","99","0","W","7","2","0291","0037","","BARTRAM AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009024662","99","0","E","8","2","0291","0036","","BARTRAM AV","ROADWAY_2008_Philadelphia","67301"
"3","6","67","2008","2009024662","03","0","S","3","2","3013","0011","","ISLAND AV","ROADWAY_2008_Philadelphia","67301"
"3","8","67","2008","2009024662","02","0","W","6","2","3019","0011","","BARTRAM AV","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2009024662","03","0","N","5","2","3013","0010","","ISLAND AV","ROADWAY_2008_Philadelphia","67301"
"3","7","67","2008","2009024662","02","0","E","4","2","3019","0010","","BARTRAM AV","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009024676","2 ","1757","W","4","2","3010","0051","","MARKET ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009024676","2 ","1754","E","3","2","3010","0050","","MARKET ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009024676","01","","N","5","4","","","","FORTIETH ST","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009024706","04","","W","3","4","","","30","MAGEE AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009024706","99","","S","4","4","","","","ALGON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009024774","2 ","1345","S","3","2","3005","0011","25","CIVIC CENTER BL","ROADWAY_2008_Philadelphia","67301"
"","4","67","2008","2009024777","03","","W","3","4","","","","TYSON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009024777","01","","S","4","4","","","","CRISPIN ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009024800","02","","S","3","4","","","25","15TH ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009024845","99","","N","3","4","","","","17TH ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009024882","02","1140","W","3","2","1014","0020","30","RHAWN ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009025104","1 ","2257","E","3","2","0291","0150","25","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009025104","99","","S","5","4","","","","TASKER ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009025104","2 ","2254","W","4","2","0291","0151","20","BROAD ST","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009025116","3 ","0","S","3","2","3029","0011","","FIFTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"","5","67","2008","2009025116","99","","S","5","4","","","","FIFTEENTH ST","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009025116","4 ","2248","S","4","2","3037","0023","35","JOHN F KENNEDY BL","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009025121","01","","E","3","4","","","","HELLERMAN ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009025594","02","","W","3","4","","","30","TOMLINSON RD","ROADWAY_2008_Philadelphia","67301"
"3","5","67","2008","2009025637","3 ","1228","S","3","2","6001","0241","40","ROOSEVELT BL","ROADWAY_2008_Philadelphia","67301"
"3","4","67","2008","2009025637","2 ","2145","S","5","2","1009","0071","25","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"3","3","67","2008","2009025637","2 ","2160","N","4","2","1009","0070","25","BUSTLETON AV","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2009025785","01","","W","3","4","","","","DAWSON ST","ROADWAY_2008_Philadelphia","67301"
"","3","67","2008","2008132809","02","","N","3","4","","","25","DITMAN ST","ROADWAY_2008_Philadelphia","67301"
